Planet Name,Discovery Method,Discovery Year,Controversial Flag,Orbital Period [days],Planet Radius [Earth Radius],Planet Mass [Earth Mass],Orbit Semi-Major Axis [au],Eccentricity,Equilibrium Temperature [K],Insolation Flux [Earth Flux]
Kepler-329 b,Transit,2014,0,7.41639700,1.400,2.54000,0.061000,0.000000,547,40.69
Kepler-329 c,Transit,2014,0,18.68473700,1.930,4.38000,0.113000,0.000000,402,11.87
Kepler-330 b,Transit,2014,0,8.25978000,1.350,2.39000,0.075000,0.000000,714,66.58
Kepler-330 c,Transit,2014,0,15.95538700,1.950,4.46000,0.116000,0.000000,573,27.68
Kepler-333 b,Transit,2014,0,12.55115800,1.320,28.20000,0.087000,0.000000,480,16.82
Kepler-333 c,Transit,2014,0,24.08821000,1.110,1.41000,0.135000,0.000000,386,7.05
Kepler-335 b,Transit,2014,0,6.56233100,3.390,11.40000,0.075000,0.000000,1290,721.12
Kepler-335 c,Transit,2014,0,67.84446900,3.070,9.64000,0.356000,0.000000,592,32.03
Kepler-337 b,Transit,2014,0,3.29278100,1.540,2.99000,0.045000,0.000000,1458,1589.01
Kepler-337 c,Transit,2014,0,9.69320100,2.050,4.86000,0.093000,0.000000,1017,376.21
Kepler-340 b,Transit,2014,0,14.84438700,2.530,6.94000,0.134000,0.000000,1092,274.32
Kepler-340 c,Transit,2014,0,22.82466900,3.370,11.30000,0.178000,0.000000,946,154.65
Kepler-343 b,Transit,2014,0,8.96855000,2.410,6.39000,0.088000,0.000000,1024,206.07
Kepler-343 c,Transit,2014,0,23.22182000,2.020,4.74000,0.167000,0.000000,746,57.93
Kepler-344 b,Transit,2014,0,21.96394500,2.610,7.32000,0.153000,0.000000,643,27.33
Kepler-344 c,Transit,2014,0,125.59680900,2.950,9.01000,0.488000,0.000000,360,2.67
Kepler-345 b,Transit,2014,0,7.41556300,0.740,0.50000,0.066000,0.000000,622,35.37
Kepler-345 c,Transit,2014,0,9.38742700,1.200,2.20000,0.077000,0.000000,575,25.83
Kepler-346 b,Transit,2014,0,6.51112700,2.660,7.56000,0.071000,0.000000,1008,134.36
Kepler-346 c,Transit,2014,0,23.85154900,3.070,9.64000,0.168000,0.000000,654,23.81
Kepler-348 b,Transit,2014,0,7.05677000,1.520,2.92000,0.076000,0.000000,1196,438.94
Kepler-348 c,Transit,2014,0,17.26542700,1.330,2.33000,0.138000,0.000000,888,133.26
Kepler-349 b,Transit,2014,0,5.92977800,1.900,94.50000,0.065000,0.000000,972,248.27
Kepler-349 c,Transit,2014,0,12.24762900,1.960,4.50000,0.105000,0.000000,763,94.49
Kepler-353 b,Transit,2014,0,5.79527800,0.890,0.64000,0.051000,0.000000,534,27.19
Kepler-353 c,Transit,2014,0,8.41089400,1.380,2.48000,0.065000,0.000000,472,16.56
Kepler-355 b,Transit,2014,0,11.03189000,1.460,2.73000,0.102000,0.000000,840,154.80
Kepler-355 c,Transit,2014,0,25.76229400,2.710,7.80000,0.179000,0.000000,633,49.97
Kepler-356 b,Transit,2014,0,4.61269600,1.570,3.09000,0.057000,0.000000,1294,844.98
Kepler-356 c,Transit,2014,0,13.12163200,1.810,3.93000,0.115000,0.000000,913,209.37
Kepler-358 b,Transit,2014,0,34.06046700,2.720,7.85000,0.210000,0.000000,554,21.80
Kepler-358 c,Transit,2014,0,83.48836900,2.850,8.50000,0.381000,0.000000,411,6.60
Kepler-36 b,Transit,2012,0,13.86825000,1.498,3.83000,0.115300,0.000000,978,247.00
Kepler-36 c,Transit,2012,0,16.21865000,3.679,7.13000,0.128300,0.000000,928,191.00
Kepler-360 b,Transit,2014,0,3.28967200,1.650,3.36000,0.044000,0.000000,1116,415.43
Kepler-360 c,Transit,2014,0,7.18643400,2.100,5.06000,0.075000,0.000000,860,146.50
Kepler-361 b,Transit,2014,0,8.48661600,1.450,2.70000,0.086000,0.000000,1060,411.90
Kepler-361 c,Transit,2014,0,55.18802300,2.520,6.90000,0.300000,0.000000,568,33.95
Kepler-362 b,Transit,2014,0,10.32718600,0.880,0.61500,0.087000,0.000000,838,207.34
Kepler-362 c,Transit,2014,0,37.86628100,1.450,2.70000,0.207000,0.000000,543,36.67
Kepler-364 b,Transit,2014,0,25.74571800,1.550,3.02000,0.178000,0.000000,753,68.71
Kepler-364 c,Transit,2014,0,59.98062700,2.150,5.27000,0.312000,0.000000,568,22.23
Kepler-365 b,Transit,2014,0,10.66490300,2.040,4.82000,0.098000,0.000000,865,132.15
Kepler-365 c,Transit,2014,0,17.78412900,1.640,3.33000,0.137000,0.000000,729,66.87
Kepler-366 b,Transit,2014,0,3.28195900,1.460,2.73000,0.045000,0.000000,1326,1873.31
Kepler-366 c,Transit,2014,0,12.51616000,1.790,3.86000,0.110000,0.000000,848,314.93
Kepler-367 b,Transit,2014,0,37.81572400,1.300,2.24000,0.201000,0.000000,401,5.99
Kepler-367 c,Transit,2014,0,53.57863700,1.200,1.87000,0.253000,0.000000,357,3.76
Kepler-368 b,Transit,2014,0,26.84768000,3.260,10.70000,0.186000,0.000000,800,107.58
Kepler-368 c,Transit,2014,0,72.37933400,3.880,14.30000,0.360000,0.000000,575,28.68
Kepler-369 b,Transit,2014,0,2.73275600,1.130,1.51000,0.030000,0.000000,687,40.30
Kepler-369 c,Transit,2014,0,14.87157200,1.410,2.57000,0.094000,0.000000,391,4.21
Kepler-370 b,Transit,2014,0,4.57953000,1.590,3.15000,0.054000,0.000000,1040,361.51
Kepler-370 c,Transit,2014,0,19.02293000,1.910,4.31000,0.140000,0.000000,647,54.20
Kepler-371 b,Transit,2014,0,34.76327800,1.890,4.23000,0.200000,0.000000,554,41.74
Kepler-371 c,Transit,2014,0,67.96801500,1.780,3.82000,0.313000,0.000000,443,17.06
Kepler-373 b,Transit,2014,0,5.53530900,1.360,2.42000,0.060000,0.000000,1054,453.87
Kepler-373 c,Transit,2014,0,16.72594800,1.240,2.07000,0.126000,0.000000,729,103.76
Kepler-375 b,Transit,2014,0,12.12593400,1.450,2.70000,0.101000,0.000000,851,64.44
Kepler-375 c,Transit,2014,0,19.98632600,2.650,7.51000,0.141000,0.000000,720,33.15
Kepler-376 b,Transit,2014,0,4.92019900,1.070,1.24000,0.057000,0.000000,1242,689.91
Kepler-376 c,Transit,2014,0,14.17232700,1.790,3.86000,0.115000,0.000000,873,168.29
Kepler-377 b,Transit,2014,0,12.50952900,1.390,2.51000,0.109000,0.000000,875,139.11
Kepler-377 c,Transit,2014,0,27.01497600,2.060,4.90000,0.182000,0.000000,677,49.85
Kepler-378 b,Transit,2014,0,16.09236100,0.750,0.34700,0.112000,0.000000,503,17.82
Kepler-378 c,Transit,2014,0,28.90600900,0.700,0.27100,0.166000,0.000000,414,8.17
Kepler-379 b,Transit,2014,0,20.09838000,1.660,3.39000,0.152000,0.000000,775,90.35
Kepler-379 c,Transit,2014,0,62.78469700,2.290,5.86000,0.326000,0.000000,530,19.79
Kepler-380 b,Transit,2014,0,3.93082100,1.190,1.81000,0.050000,0.000000,1317,808.09
Kepler-380 c,Transit,2014,0,7.63000400,1.270,2.15000,0.078000,0.000000,1056,333.56
Kepler-382 b,Transit,2014,0,5.26215500,1.320,2.30000,0.055000,0.000000,1166,381.46
Kepler-382 c,Transit,2014,0,12.16270100,1.590,3.15000,0.097000,0.000000,882,124.74
Kepler-383 b,Transit,2014,0,12.90453200,1.320,2.30000,0.095000,0.000000,545,20.91
Kepler-383 c,Transit,2014,0,31.20075100,1.240,2.07000,0.172000,0.000000,406,6.44
Kepler-384 b,Transit,2014,0,22.59705300,1.120,1.46000,0.148000,0.000000,670,101.55
Kepler-384 c,Transit,2014,0,45.34826900,1.130,1.51000,0.236000,0.000000,531,40.10
Kepler-386 b,Transit,2014,0,12.31043000,1.390,2.51000,0.096000,0.000000,651,43.26
Kepler-386 c,Transit,2014,0,25.19345800,1.580,3.12000,0.155000,0.000000,513,16.66
Kepler-387 b,Transit,2014,0,6.79163600,1.030,1.08000,0.068000,0.000000,994,304.08
Kepler-387 c,Transit,2014,0,11.83754900,0.890,0.64000,0.098000,0.000000,826,144.96
Kepler-388 b,Transit,2014,0,3.17331500,0.810,0.45700,0.036000,0.000000,830,112.21
Kepler-388 c,Transit,2014,0,13.29700400,0.860,0.56600,0.093000,0.000000,515,16.64
Kepler-389 b,Transit,2014,0,3.24410700,1.510,2.89000,0.041000,0.000000,1047,167.06
Kepler-389 c,Transit,2014,0,14.51143000,1.460,2.73000,0.110000,0.000000,636,22.73
Kepler-390 b,Transit,2014,0,6.73808800,0.820,0.47700,0.065000,0.000000,786,99.97
Kepler-390 c,Transit,2014,0,13.06002200,0.790,0.41800,0.101000,0.000000,630,41.35
Kepler-391 b,Transit,2014,0,7.41675500,3.200,10.30000,0.082000,0.000000,1425,748.71
Kepler-391 c,Transit,2014,0,20.48543500,3.540,12.30000,0.161000,0.000000,1015,193.09
Kepler-392 b,Transit,2014,0,5.34185300,1.000,0.97200,0.059000,0.000000,1125,450.65
Kepler-392 c,Transit,2014,0,10.42311800,1.100,1.37000,0.093000,0.000000,901,185.10
Kepler-393 b,Transit,2014,0,9.18241700,1.290,2.21000,0.091000,0.000000,1052,429.81
Kepler-393 c,Transit,2014,0,14.61361200,1.330,2.33000,0.124000,0.000000,901,231.21
Kepler-395 b,Transit,2014,0,7.05434600,1.030,1.08000,0.061000,0.000000,576,17.80
Kepler-395 c,Transit,2014,0,34.98926200,1.320,2.30000,0.177000,0.000000,341,2.11
Kepler-396 b,Transit,2013,0,42.99400000,3.500,75.50000,0.233600,0.000000,496,13.73
Kepler-396 c,Transit,2013,0,88.50500000,5.300,17.90000,0.378000,0.000000,390,5.24
Kepler-397 b,Transit,2014,0,22.25094900,2.460,6.62000,0.144000,0.000000,539,20.01
Kepler-397 c,Transit,2014,0,135.49852700,6.180,31.60000,0.480000,0.000000,295,1.80
Kepler-400 b,Transit,2014,0,9.02438900,1.650,3.36000,0.087000,0.000000,939,183.39
Kepler-400 c,Transit,2014,0,17.34082400,1.490,2.83000,0.134000,0.000000,755,76.86
Kepler-404 b,Transit,2014,0,11.82985100,1.270,2.15000,0.102000,0.000000,730,44.53
Kepler-404 c,Transit,2014,0,14.75116600,1.720,3.61000,0.118000,0.000000,678,33.15
Kepler-405 b,Transit,2014,0,10.61383900,2.080,4.98000,0.095000,0.000000,785,55.62
Kepler-405 c,Transit,2014,0,29.72668200,4.660,19.60000,0.188000,0.000000,557,14.09
Kepler-406 b,Transit,2014,0,2.42629000,1.430,6.35000,0.035974,0.000000,1302,826.93
Kepler-406 c,Transit,2014,0,4.62332000,0.850,2.71000,0.055292,0.000000,1050,349.77
Kepler-407 b,Transit,2014,0,0.66931000,1.070,3.20000,0.015302,0.000000,1983,4102.01
Kepler-407 c,Radial Velocity,2014,0,3000.00000000,12.300,4000.00000,3.270904,0.221479,,
Kepler-414 b,Transit Timing Variations,2014,0,4.70000000,1.710,3.50000,0.052700,0.000000,1024,241.17
Kepler-414 c,Transit Timing Variations,2014,0,7.17100000,3.010,29.90000,0.069900,0.000000,890,137.09
Kepler-415 b,Transit Timing Variations,2014,0,4.17600000,1.210,119.90000,0.042600,0.000000,694,69.83
Kepler-415 c,Transit Timing Variations,2014,0,8.70800000,2.010,4.70000,0.069500,0.000000,543,26.24
Kepler-417 b,Transit Timing Variations,2014,0,12.33100000,2.310,11.00000,0.100600,0.000000,671,43.62
Kepler-417 c,Transit Timing Variations,2014,0,15.94300000,2.690,7.70000,0.119400,0.000000,616,30.97
Kepler-418 b,Transit,2014,0,86.67856000,13.450,349.61125,0.377900,0.200000,434,8.88
Kepler-418 c,Transit,2021,0,12.21829987,5.221,23.70000,0.102400,0.000000,835,114.59
Kepler-419 b,Transit,2014,0,69.75460000,10.800,794.50000,0.370000,0.833000,613,37.42
Kepler-419 c,Transit Timing Variations,2014,0,675.47000000,12.600,2320.10000,1.680000,0.184000,,
Kepler-424 b,Transit,2014,0,3.31186440,9.980,327.35000,0.044000,0.000000,1116,470.75
Kepler-424 c,Radial Velocity,2014,0,223.30000000,12.700,2215.18000,0.730000,,,
Kepler-430 b,Transit,2015,0,35.96800000,3.250,10.60000,0.224400,0.000000,667,40.84
Kepler-430 c,Transit,2015,0,110.97900000,1.750,3.71000,0.475700,0.000000,458,9.10
Kepler-432 b,Transit,2015,0,52.50112900,12.834,1719.46030,0.301000,0.513400,812,97.85
Kepler-432 c,Radial Velocity,2015,0,406.20000000,13.300,772.32690,,0.498000,,
Kepler-436 b,Transit,2015,0,64.00205000,2.730,7.90000,0.339000,0.190000,322,1.69
Kepler-436 c,Transit,2016,0,16.79713874,2.330,6.04000,0.115800,0.000000,503,14.52
Kepler-448 c,Transit Timing Variations,2017,0,2500.00000000,12.000,6992.26000,4.200000,0.650000,,
Kepler-449 b,Transit,2015,0,12.58242000,2.056,4.88000,0.102700,0.030000,917,167.41
Kepler-449 c,Transit,2015,0,33.67270000,2.764,8.07000,0.197900,0.050000,661,45.09
Kepler-458 c,Transit,2016,0,20.74028413,4.200,16.40000,0.154000,0.000000,798,279.79
Kepler-460 c,Transit,2016,0,220.13033570,5.520,26.10000,0.721100,0.000000,389,5.40
Kepler-462 b,Transit,2016,0,84.68660000,3.000,53.90000,0.417200,0.042000,611,31.27
Kepler-462 c,Transit,2020,0,207.62000000,4.000,6.00000,0.758400,0.110000,453,9.97
Kepler-466 b,Transit,2016,0,51.07926307,2.850,8.50000,0.267100,0.000000,503,15.17
Kepler-466 c,Transit,2016,0,3.70921385,1.250,2.10000,0.046500,0.000000,1206,500.46
Kepler-495 b,Transit,2016,0,3.41303622,5.230,23.80000,0.042700,0.000000,1200,310.02
Kepler-495 c,Transit,2021,0,5.89660978,1.219,1.98000,0.061400,0.000000,1000,108.13
Kepler-50 b,Transit,2012,0,7.81254000,1.710,8.90000,0.077000,0.000000,1196,494.71
Kepler-50 c,Transit,2012,0,9.37647000,2.170,8.20000,0.087000,0.000000,1125,388.44
Kepler-501 b,Transit,2016,0,5.64067757,4.300,17.10000,0.062700,0.000000,1125,324.86
Kepler-501 c,Transit,2021,0,3.62276006,1.681,3.47000,0.046700,0.000000,1304,683.84
Kepler-511 b,Transit,2016,0,296.63786500,6.350,33.10000,0.858900,0.000000,332,4.21
Kepler-511 c,Transit,2021,0,26.62949944,4.210,16.50000,0.172200,0.000000,742,71.75
Kepler-520 b,Transit,2016,0,19.67416124,1.660,3.39000,0.144000,0.000000,711,59.77
Kepler-520 c,Transit,2016,0,5.21104261,1.070,1.24000,0.059400,0.000000,1107,351.69
Kepler-524 b,Transit,2016,0,7.97419807,1.910,4.31000,0.079100,0.000000,974,434.24
Kepler-524 c,Transit,2016,0,1.88897906,0.960,0.84000,0.030300,0.000000,1574,2959.34
Kepler-534 b,Transit,2016,0,15.95994513,2.240,5.65000,0.127200,0.000000,721,63.95
Kepler-534 c,Transit,2021,0,7.37868977,1.227,2.02000,0.076100,0.000000,933,178.68
Kepler-539 b,Transit,2016,0,125.63243000,8.373,308.29510,0.498800,0.390000,388,3.68
Kepler-539 c,Transit Timing Variations,2016,0,1000.00000000,13.300,762.79200,2.420000,0.500000,253,
Kepler-553 b,Transit,2016,0,4.03046804,4.630,19.40000,0.048400,0.000000,970,210.01
Kepler-553 c,Transit,2016,0,328.23995460,11.200,,0.908400,0.000000,224,0.60
Kepler-561 b,Transit,2016,0,58.36204950,6.960,38.70000,0.291800,0.000000,446,7.57
Kepler-561 c,Transit,2016,0,5.35016198,2.680,7.65000,0.059300,0.000000,989,183.17
Kepler-57 b,Transit,2012,0,5.72931960,2.190,115.00000,0.060000,0.000000,850,124.35
Kepler-57 c,Transit,2012,0,11.60925670,1.550,9.10000,0.096000,0.000000,671,48.57
Kepler-589 b,Transit,2016,0,16.54964934,2.270,5.77000,0.119600,0.000000,656,32.14
Kepler-589 c,Transit,2021,0,3.52466011,1.117,1.45000,0.042600,0.000000,1098,344.61
Kepler-59 b,Transit,2012,0,11.86817070,1.100,1.37000,0.104000,0.000000,864,187.51
Kepler-59 c,Transit,2012,0,17.98012350,1.980,4.58000,0.137200,0.000000,752,107.74
Kepler-595 b,Transit,2016,0,25.30290920,3.708,17.40000,0.158200,0.000000,535,17.38
Kepler-595 c,Transit,2020,0,12.38602000,1.009,3.30000,0.098300,0.000000,679,50.23
Kepler-598 b,Transit,2016,0,3.70175428,1.500,2.86000,0.043800,0.000000,1050,265.41
Kepler-598 c,Transit,2020,0,86.49450000,3.024,9.40000,0.357600,0.000000,367,4.29
Kepler-605 b,Transit,2016,0,3.38353807,1.440,2.67000,0.042000,0.000000,1133,316.72
Kepler-605 c,Transit,2016,0,2.35895152,0.860,0.56600,0.033000,0.000000,1278,513.03
Kepler-607 b,Transit,2016,0,0.63816320,0.870,0.59000,0.013500,0.000000,1874,2302.61
Kepler-607 c,Transit,2021,0,39.67679977,2.760,8.05000,0.212200,0.000000,473,11.85
Kepler-610 b,Transit,2016,0,6.99692655,4.190,16.30000,0.071900,0.000000,888,139.07
Kepler-610 c,Transit,2016,0,151.86392000,3.300,10.90000,0.559400,0.000000,318,2.30
Kepler-625 b,Transit,2016,0,7.75192492,1.990,4.62000,0.076800,0.000000,852,407.83
Kepler-625 c,Transit,2016,0,4.16536510,1.050,1.16000,0.050800,0.000000,1048,932.13
Kepler-633 b,Transit,2016,0,8.50340718,1.630,3.29000,0.081500,0.000000,1021,257.22
Kepler-633 c,Transit,2021,0,23.78319931,2.296,5.89000,0.161800,0.000000,725,65.26
Kepler-647 b,Transit,2016,0,16.22546490,1.170,1.71000,0.122200,0.000000,788,162.79
Kepler-647 c,Transit,2020,0,29.66630000,4.001,15.10000,0.182700,0.000000,644,37.22
Kepler-653 b,Transit,2016,0,14.70748976,1.950,4.46000,0.119700,0.000000,819,90.38
Kepler-653 c,Transit,2016,0,0.90037648,0.780,0.39900,0.018600,0.000000,2078,3743.28
Kepler-656 b,Transit,2016,0,1.26025909,3.120,9.91000,0.023200,0.000000,1569,924.37
Kepler-656 c,Transit,2023,0,5.25449393,1.410,2.57000,0.060200,0.000000,975,213.25
Kepler-69 b,Transit,2013,0,13.72234100,2.240,5.65000,0.094000,0.160000,779,123.52
Kepler-69 c,Transit,2013,0,242.46130000,1.710,3.57000,0.640000,0.140000,299,2.69
Kepler-712 b,Transit,2016,0,21.02247699,3.410,11.50000,0.137800,0.000000,521,15.80
Kepler-712 c,Transit,2016,0,226.89047000,4.850,21.00000,0.673200,0.000000,236,0.66
Kepler-716 b,Transit,2016,0,10.37168453,2.900,8.75000,0.087300,0.000000,720,42.49
Kepler-716 c,Transit,2020,0,3.96999000,1.393,2.52000,0.046000,0.000000,992,229.37
Kepler-722 b,Transit,2016,0,4.09357325,2.630,7.41000,0.051400,0.000000,1182,414.60
Kepler-722 c,Transit,2016,0,105.14474900,2.820,8.35000,0.447100,0.000000,401,5.48
Kepler-730 b,Transit,2016,0,6.49168281,12.330,,0.069400,0.000000,1219,418.80
Kepler-730 c,Transit,2018,0,2.85188338,1.569,3.09000,0.039970,0.000000,1607,903.77
Kepler-732 b,Transit,2016,0,9.46781405,2.180,5.39000,0.069100,0.000000,407,8.56
Kepler-732 c,Transit,2016,0,0.89304124,1.270,2.15000,0.014300,0.000000,893,199.85
Kepler-750 b,Transit,2016,0,9.42887179,3.070,9.64000,0.093000,0.000000,1163,255.74
Kepler-750 c,Transit,2016,0,4.08899022,1.620,3.26000,0.053300,0.000000,1537,778.59
Kepler-755 b,Transit,2016,0,1.26909037,1.760,3.75000,0.021400,0.000000,1331,889.89
Kepler-755 c,Transit,2016,0,2.85313364,1.260,2.13000,0.036700,0.000000,1016,302.57
Kepler-760 b,Transit,2016,0,8.70419416,3.060,9.59000,0.077200,0.000000,748,84.41
Kepler-760 c,Transit,2016,0,2.46697439,1.480,2.79000,0.033300,0.000000,1139,453.65
Kepler-769 b,Transit,2016,0,7.42608998,2.920,8.85000,0.077800,0.000000,1037,241.13
Kepler-769 c,Transit,2016,0,15.98701740,1.790,3.86000,0.129700,0.000000,803,86.76
Kepler-783 b,Transit,2016,0,4.29264638,0.780,0.39900,0.049100,0.000000,991,229.10
Kepler-783 c,Transit,2020,0,7.05395000,2.332,6.04000,0.068400,0.000000,840,117.33
Kepler-784 b,Transit,2016,0,31.59226460,1.580,3.12000,0.196700,0.000000,688,194.39
Kepler-784 c,Transit,2023,0,17.15723600,1.550,3.02000,0.130900,0.000000,844,119.87
Kepler-799 b,Transit,2016,0,133.46052350,6.880,37.90000,0.516700,0.000000,433,6.36
Kepler-799 c,Transit,2021,0,15.19419956,2.781,8.15000,0.121400,0.000000,893,150.25
Kepler-804 b,Transit,2016,0,14.37457351,1.940,4.42000,0.113700,0.000000,779,83.43
Kepler-804 c,Transit,2016,0,9.65185017,1.140,1.55000,0.087200,0.000000,890,141.84
Kepler-825 b,Transit,2016,0,3.77360059,1.530,2.96000,0.045300,0.000000,1270,734.46
Kepler-825 c,Transit,2016,0,8.18182460,1.840,4.04000,0.075900,0.000000,981,261.63
Kepler-864 b,Transit,2016,0,5.83376092,2.400,6.35000,0.068700,0.000000,1143,464.77
Kepler-864 c,Transit,2023,0,2.42150341,1.620,3.26000,0.038200,0.000000,1532,1305.04
Kepler-865 b,Transit,2016,0,14.16399294,2.490,6.76000,0.105700,0.000000,694,46.36
Kepler-865 c,Transit,2023,0,6.20920207,0.890,0.64000,0.061000,0.000000,914,164.98
Kepler-87 b,Transit,2013,0,114.73635000,13.490,324.20000,0.481000,0.036000,478,9.20
Kepler-87 c,Transit,2013,0,191.23180000,6.140,6.40000,0.676000,0.039000,403,4.66
Kepler-880 b,Transit,2016,0,7.71468975,2.660,7.56000,0.091500,0.000000,1622,586.17
Kepler-880 c,Transit,2023,0,11.80617370,2.870,8.60000,0.121600,0.000000,1407,926.72
Kepler-887 b,Transit,2016,0,20.42228798,1.840,4.04000,0.153600,0.000000,785,109.84
Kepler-887 c,Transit,2016,0,7.63846023,1.130,1.51000,0.079700,0.000000,1089,407.98
Kepler-896 b,Transit,2016,0,144.54739600,2.530,6.94000,0.516400,0.000000,303,1.99
Kepler-896 c,Transit,2023,0,29.54225660,3.150,10.10000,0.179200,0.000000,515,16.56
Kepler-903 b,Transit,2016,0,10.35077210,2.010,4.70000,0.090700,0.000000,842,274.85
Kepler-903 c,Transit,2016,0,62.92285570,2.530,6.94000,0.302000,0.000000,462,24.79
Kepler-913 b,Transit,2016,0,10.29672521,2.060,4.90000,0.100900,0.000000,1129,58.90
Kepler-913 c,Transit,2021,0,5.93911982,3.858,14.20000,0.069900,0.000000,1357,122.82
Kepler-920 b,Transit,2016,0,6.53192704,2.420,6.44000,0.065000,0.000000,907,153.14
Kepler-920 c,Transit,2016,0,100.82741130,3.800,13.80000,0.402900,0.000000,364,3.99
Kepler-93 b,Transit,2014,0,4.72673978,1.478,4.66000,0.053430,0.000000,1133,275.00
Kepler-93 c,Radial Velocity,2014,0,1460.00000000,,954.00000,,,,
Kepler-937 b,Transit,2016,0,67.66882700,3.720,13.40000,0.321400,0.000000,495,20.63
Kepler-937 c,Transit,2016,0,153.34336400,2.670,7.61000,0.554500,0.000000,377,6.93
Kepler-94 b,Transit,2014,0,2.50806000,3.510,10.84000,0.031060,0.000000,997,216.09
Kepler-94 c,Radial Velocity,2014,0,820.30000000,12.500,3126.00000,1.596807,0.345931,,
Kepler-949 b,Transit,2016,0,8.68930730,2.910,8.80000,0.077400,0.000000,782,58.44
Kepler-949 c,Transit,2023,0,20.99757968,2.970,9.11000,0.139400,0.000000,582,27.20
Kepler-953 b,Transit,2016,0,88.40655258,4.210,16.50000,0.392000,0.000000,410,5.84
Kepler-953 c,Transit,2016,0,9.10967112,1.190,1.81000,0.086200,0.000000,873,121.04
Kepler-967 b,Transit,2016,0,13.22713379,2.350,6.12000,0.102700,0.000000,638,39.10
Kepler-967 c,Transit,2016,0,198.71125020,3.650,12.90000,0.625300,0.000000,258,1.05
Kepler-969 b,Transit,2016,0,34.17317140,2.070,4.94000,0.202700,0.000000,465,10.17
Kepler-969 c,Transit,2016,0,1.68293460,0.990,0.93700,0.027200,0.000000,1270,564.58
Kepler-97 b,Transit,2014,0,2.58664000,1.480,3.51000,0.035618,0.000000,1328,767.96
Kepler-97 c,Radial Velocity,2014,0,789.00000000,,344.00000,,,,
Kepler-975 b,Transit,2016,0,1.97034246,1.480,2.79000,0.030300,0.000000,1599,328.70
Kepler-975 c,Transit,2023,0,5.05821338,10.690,80.20000,0.056700,0.000000,1168,439.80
Kepler-990 b,Transit,2016,0,9.91723428,2.600,7.27000,0.088300,0.000000,903,157.41
Kepler-990 c,Transit,2016,0,0.53835431,1.530,2.96000,0.012700,0.000000,2386,7609.22
LHS 1140 b,Transit,2017,0,24.73723000,1.730,5.60000,0.094600,0.043000,226,0.43
LHS 1140 c,Transit,2018,0,3.77794000,1.272,1.91000,0.027000,0.050000,422,5.30
LP 890-9 b,Transit,2022,0,2.72990250,1.320,13.20000,0.018750,,396,4.09
LP 890-9 c,Transit,2022,0,8.45746300,1.367,25.30000,0.039840,,272,0.91
LTT 1445 A b,Transit,2019,0,5.35876000,1.180,2.87000,0.022000,0.190000,555,5.40
LTT 1445 A c,Transit,2022,0,3.12390350,1.147,1.54000,0.026610,0.223000,508,10.90
LTT 3780 b,Transit,2020,0,0.76837931,1.325,2.46000,0.011950,0.000000,903,111.00
LTT 3780 c,Transit,2020,0,12.25228400,2.390,8.04000,0.075700,0.024000,359,2.76
LkCa 15 b,Imaging,2015,1,,,,14.700000,,,
LkCa 15 c,Imaging,2015,1,,,,18.600000,,,
NN Ser c,Eclipse Timing Variations,2010,0,5573.55000000,12.600,2329.60000,5.350000,0.080000,,
NN Ser d,Eclipse Timing Variations,2010,0,2883.50000000,13.300,731.00000,3.430000,0.190000,,
NY Vir b,Eclipse Timing Variations,2011,0,3160.00000000,13.300,730.97800,3.300000,0.150000,,
NY Vir c,Eclipse Timing Variations,2019,0,8799.00000000,12.800,1760.77820,,0.150000,,
OGLE-2006-BLG-109L b,Microlensing,2008,0,1788.50000000,14.000,231.00000,2.300000,,82,
OGLE-2006-BLG-109L c,Microlensing,2008,0,4927.50000000,11.100,86.00000,4.500000,0.150000,59,
OGLE-2012-BLG-0026L b,Microlensing,2012,0,,7.720,46.10000,4.000000,,,
OGLE-2012-BLG-0026L c,Microlensing,2012,0,,13.900,270.00000,4.800000,,,
OGLE-2014-BLG-1722L b,Microlensing,2018,0,,8.590,55.30000,1.500000,,,
OGLE-2014-BLG-1722L c,Microlensing,2018,0,,11.000,83.70000,1.700000,,,
OGLE-2018-BLG-1011L b,Microlensing,2019,0,,13.500,570.00000,1.800000,,,
OGLE-2018-BLG-1011L c,Microlensing,2019,0,,13.200,890.00000,0.800000,,,
OGLE-2019-BLG-0468L b,Microlensing,2022,0,,13.100,1090.15144,3.290000,,,
OGLE-2019-BLG-0468L c,Microlensing,2022,0,,12.500,3248.20632,2.770000,,,
PDS 70 b,Imaging,2018,0,43500.00000000,30.488,953.49000,20.000000,0.190000,1204,
PDS 70 c,Imaging,2019,0,,22.866,635.66000,34.000000,0.110000,995,
Pr0211 b,Radial Velocity,2012,0,2.14610000,13.400,597.52040,0.031760,0.011000,,
Pr0211 c,Radial Velocity,2016,0,4850.00000000,12.600,2475.89570,5.500000,0.710000,,
TIC 279401253 b,Transit,2023,0,76.80000000,11.209,1951.46642,0.369000,0.448000,,
TIC 279401253 c,Transit,2023,0,155.30000000,12.600,2548.98382,0.591000,0.254000,,
TOI-1052 b,Transit,2023,0,9.13970300,2.870,16.90000,0.091030,0.180000,1135,246.00
TOI-1052 c,Radial Velocity,2023,0,35.80600000,6.480,34.30000,0.226300,0.237000,719,39.70
TOI-1062 b,Transit,2021,0,4.11296000,2.265,10.15000,0.052000,0.177000,1077,232.00
